reference plan,plan,route,vehicle,order,stop type,active,wait,time,distance,drive time,out of visit time window,out of capacity,out of vehicle time shift,out of work time,maximum achievable distance,status,eta,reference,name,street,detail,postalcode,city,country,lat,lng,comment,phone,tags,reference visit,duration,open 1,close 1,open 2,close 2,priority,tags visit,quantity,operation
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,48,Natural Corner,Rue de l'Escalier 1,,1000,Bruxelles,,50.84385,4.3524,,,Ecodal,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,49,Natural Corner,Rue de l'Escalier 1,,1000,Bruxelles,,50.84385,4.3524,,,Ecodal,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,50,Natural Corner,Rue de l'Escalier 1,,1000,Bruxelles,,50.84385,4.3524,,,Ecodal,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,51,Neerhof,Neerhofstraat 2,,1700,Dilbeek,,50.83905,4.25914,,,Ecodal,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,52,Ozfair,J.Volderslaan 9,,1060,Bruxelles,,50.8323233,4.3428801,,,Ecodal,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,53,Ozfair,J.Volderslaan 9,,1060,Bruxelles,,50.8323233,4.3428801,,,Ecodal,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,54,Pick-Eat,Rue de Dublin 19,,1050,Bruxelles,,50.83711,4.3672,Irrégulier,,Ecodal,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,55,Pick-Eat,Rue de Dublin 19,,1050,Bruxelles,,50.83711,4.3672,Irrégulier,,Ecodal,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,56,Pick-Eat,Rue de Dublin 19,,1050,Bruxelles,,50.83711,4.3672,Irrégulier,,Ecodal,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,57,Rootstore,Michelangelolaan 45a,,1000,Bruxelles,,50.84496,4.38558,,,Ecodal,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,58,Rootstore,Michelangelolaan 45a,,1000,Bruxelles,,50.84496,4.38558,,,Ecodal,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,59,Tan SC,Rue de l'Aqueduc 95,,1050,Ixelles,,50.82423,4.35893,,,Ecodal,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,60,Tan SC,Rue de l'Aqueduc 95,,1050,Ixelles,,50.82423,4.35893,,,Ecodal,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,61,Tan SC,Rue de l'Aqueduc 95,,1050,Ixelles,,50.82423,4.35893,,,Ecodal,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,62,Tan SC,Rue de l'Aqueduc 95,,1050,Ixelles,,50.82423,4.35893,,,Ecodal,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,ELGEKA,ELGEKA,Xenodochoipallilon 81,,13672,Acharnes,,38.107273,23.760346,,,SELIS,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,FARM COOK,FARM COOKING,Avenue du bois de la cambre 49,code volet 1234,1050,Ixelles,,50.80935,4.3949999,Code volet 8110,LOUIS 0473762212,FARM,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,FARM COOK3,FARM COOKING,avenue du bois de la cambre 49,,1050,Ixelles,Belgique,50.80935,4.3949999,code volet 1234,Louis 0473 762212,FARM,,0:20:00,,,,,4,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,FARM FC-IXL,FARM FC-IXL,136 chaussée d'Ixelles,,1050,Ixelles,,50.83424,4.36542,CODE: 125874,,FARM,,0:30:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,FARM FC-IXL2,FARM FC-IXL,chaussée d' ixelles 132,,1050,Ixelles,,50.83442,4.36517,CODE: 125874,,FARM,,0:30:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,FARM ST CATH,FARM ST CATH,Rue du rouleau 12,,,,,50.852301,4.34814,CODE 181618,,,,0:30:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,FARM TEST1,BRASSERIE DE LA LESSE,Rue du Treux 4,,5580,Rochefort,,50.14018,5.1636,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,FARM TEST2,COULEUR NATURE,Rue de l'Industrie 17/B,,1400,Nivelles,,50.5907,4.35857,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,FARM TEST3,Ethiquable Benelux Fair Trade Fair Taste,Rue du Parc Industriel 60,,4300,Waremme,,50.68868,5.27539,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,FARM TONGRES,FARM TONGRES,AVENUE GEORGES HENRI 513,,1200,woluwe saint lambert,,50.8409199,4.40151,CODE: 176169,,FARM,,0:30:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,FARMbas,FARM BASCULE,Rue Vanderkindere 546,,1180,Uccle,,50.814585,4.365606,"2 clés, code:125874","JEAN- DAVID:0478226148, JEAN BAPTISTE : 0477896815",FARM,,0:30:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,FARMHk2,FARM HANKAR,Chaussée de Wavre 1080,,1160,AUDERGHEM,,50.82346,4.40209,CODE: 9104,,FARM,,0:30:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,FARMhk,FARM HANKAR,Chaussée de Wavre 1080,,1160,AUDERGHEM,,50.82346,4.40209,CODE: 9104,,FARM,,0:30:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,FARMstCat3,FARM ST CATH,Rue du rouleau 12,,1000,Bruxelles,,50.85269,4.3483599,CODE: 181618,,FARM,,0:30:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,FARMtravie,FARM PACK TRAVIE,Digue du Canal 40,,1070 Bruxel,Anderlecht,,50.83404,4.31928,,,FARM,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,GEL,TFCO GENT,François Laurentplein 35,,9000,Gent,,51.05074,3.72846,Livraison entre 19h et 6h,,TFCO,,0:30:00,,,,,,"TFCO,TFCO",,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,GP,TFCO GERPINNES,rue neuve 2,,6280,gerpinnes,,50.343653,4.472487,,,TFCO,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,Grsbch,GROSBUSCH,10-11 Zone d'Activités Economiques Le Triangle Vert,,5691,ellange,luxembourg,49.5135099,6.29793,,,,,0:45:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,IBM,IBM IRELAND,damastown,,,dublin,,53.41595,-6.421146,,,SELIS,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,INL,INLECOM,,"Phoenix House, 24 High St, Wanstead",E11 2AQ,London,England,51.578326,0.025578,,,SELIS,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,ISL,ISL,,Universitätsallee 11,28359,Bremen,allemagne,53.10154,8.86641,"53.103856, 8.853666",,SELIS,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,ISPCG30A,ISPC G 30 min,Ottergemsesteenweg - Zuid 720,,,,,51.016772,3.735706,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,ISPCG30b,ISPC G 30 min,Ottergemsesteenweg - Zuid 720,,,,,51.016772,3.735706,,,,,0:30:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,IvecoGB,IVECO GB,Alfons Gossetlaan 28A B3,,1702,Grimbergen,,50.87353,4.27899,,,"""""",,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,IXL18,TFCO IXL -18°c,Avenue de l'hippodrome 75,,1050,Ixelles,,50.82027,4.37682,Livraison entre 19h et 6h,,TFCO,,0:30:00,,,,,,TFCO,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,IXLvid,TFCO IXL Vidanges,avenue de l'hippodrome 75,,1050,IXELLES,,50.82027,4.37682,,,TFCO,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,JET2,TFCO JETTE,Chaussée de Wemmel 10,,1090,JETTE,,50.87324,4.32529,Livraison entre 19h et 6h,,TFCO,,0:15:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,JETvid,TFCO JET Vidanges,chaussée de wemmel 10,,1090,Jette,,50.87324,4.32529,fermé lundi,,TFCO,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,JOS2,JOSEPH 2,Rue du Marteau 29,,1000,Bruxelles,,50.84718,4.37234,,,Promaritime,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,KOR,TFCO KOR,Doorniksewijk 136,,8500,KORTRIJK,,50.81933,3.26903,Livraison entre 19h et 6h fermé le lundi,,TFCO,,0:15:00,,,,,,"TFCO,TFCO",,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,LEU2,TFCO LEUVEN,30 Mechelsestraat,,3000,LEUVEN,,50.88075,4.70009,fermé dimanche et lundi.,,TFCO,,0:15:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,LG,TFCO LIEGE,74 Rue des Guillemins,,4000,liège,,50.628092,5.567225,fermé le lundi,,TFCO,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,LH,TFCO LH Hulpe,Chaussée de Bruxelles 2,,1310,LA Hulpe,,50.73138,4.4809,Livraison entre 19h et 6h,,TFCO,,0:30:00,,,,,,TFCO,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,Maxi,MaxiPesca,Av. Antoon Van Oss 1/17,,1120,neder over hembeek,,50.9055259,4.4052518,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,Newotan,NEW OTAN (Proma),1 Rue arthur Meas,,1140,Bruxelles,,50.8843699,4.42249,A coté batiment Satka,,Promaritime,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,NosPil1,NOS PILIFS,Trassersweg 347,,1120,Neder over heembeek,,50.90368,4.38881,,,Nos Pilifs,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,NosPil2,NOS PILIFS,Trassersweg 347,,1120,Neder over heembeek,,50.90368,4.38881,,,Nos Pilifs,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,OMLD26ha,OM LD2 6H,Quai de l' Industrie 214,,1070,Anderlecht,,50.83987,4.32004,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,OMLD26hb,OM LD2 6H,Quai de l' Industrie 214,,1070,Anderlecht,,50.83987,4.32004,,,,,6:00:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,OMLD26hc,OM LD2 6H,Quai de l' Industrie 214,,1070,Anderlecht,,50.83987,4.32004,,,,,6:00:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,OVE,TFCO OVErijse,Brusselsesteenweg 410,,3090,Overijse,,50.78654,4.50019,Livraison entre 19h et 6h,,TFCO,,0:20:00,,,,,,TFCO,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,OVE2,TFCO OVErijse,Brusselsesteenweg 410,,3090,Overijse,,50.78635,4.49995,fermé le lundi,,TFCO,,0:15:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,PIZZ,PIZZICATO 2,Boulevard Emile Bockstael 426,,1020,Bruxelles,,50.88397,4.34426,,,Promaritime,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,PROMA,PROMARITIMES,Quai aux Briques 48,,1000,Bruxelles,,50.85221,4.34733,,,Promaritime,,0:15:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,PROMA1,PROMARITIMES,Quai aux Briques 48,,1000,Bruxelles,,50.85221,4.34733,,0486/951876,Promaritime,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,PROMA2,PROMARITIMES,Quai aux Briques 48,,1000,Bruxelles,,50.85221,4.34733,,,Promaritime,,0:15:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,Rob,ROB,Boulevard de la Woluwe 28,,1150,Bruxelles,,50.8373,4.43427,,,Promaritime,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,RSM,RSM,Burgemeester Oudlaan 50,,3062,Rotterdam,hollande,51.918388,4.526204,,,SELIS,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,SAR,SARMED,,,,Athènes,Grèce,38.066727,23.517973,,,SELIS,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,SEN1,TFCO SENEFFE,Rue Jules Bordet 167F,,7180,SENEFFE,,50.505949,4.267287,,,TFCO,,0:30:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,SEN2,TFCO SENEFFE,Rue Jules Bordet 167F,,7180,SENEFFE,,50.505949,4.267287,Livraison entre 19h et 6h,,TFCO,,0:30:00,,,,,,TFCO,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,SEN3,TFCO SENEFFE,Rue Jules Bordet 167F,,7180,SENEFFE,,50.505949,4.267287,Livraison entre 19h et 6h,,TFCO,,0:30:00,,,,,,TFCO,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,SODBOL,Sodexo bolwerlaan,bolwerklaan 21,,1000,bruxelles,,50.8561,4.35677,,,Nos Pilifs,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,SODCDR,Sodexo CDR-CESE,Rue Belliard 99-101,,1040,Bruxelles,,50.840304,4.378256,,,Nos Pilifs,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,SODDRO,Sodexo Leiehome Drongen,Kloosterstraat 9,,9031,Drongen,,51.03849,3.61665,,,Nos Pilifs,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,SODGLA,SODEXO Glaverbel,Avenue des Lucanes 17,,1170,Bruxelles,,50.79768,4.40323,,,Nos Pilifs,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,SODPF,Sodexo Parlement federal,Rue ducale 61,,1000,bruxelles,,50.84439,4.35609,,,Nos Pilifs,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,SODSOL,SODEXO SOLVAY,Rue de Ransbeek 310,,1120,neder over hembeek,,50.90113,4.40038,Hanine Lamzoudi,0473/53 31 37,Nos Pilifs,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,SODSWIFT,Sodexo SWIFT,Avenue adele 1,,1310,La Hulpe,,50.73463,4.47902,,,Nos Pilifs,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,SODswift2,Sodexo SWIFT SOLVAY,Avenue Ernest Solvay 81,,1310,La hulpe,,50.7411129,4.4822104,,0477 91 93 96,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,SON,SONAE,"Lugar do Espido, Via Norte",,,Maia,portugal,41.237063,-8.640672,,,SELIS,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,STO,TFCO STOckel,Avenue Orban 227,,1150,Woluwe St Pierre,,50.8388599,4.46446,Livraison entre 19h et 6h,,TFCO,,0:30:00,,,,,,"TFCO,TFCO",,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,STO1,TFCO STOCkel Vidanges,Avenue Orban 227,,1150,Woluwe St Pierre,,50.8388599,4.46446,,,TFCO,,0:15:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,SUMY15a,SUMY 15 MIN,Avenue De Béjar,,1120,neder over hembeek,,50.911107,4.403232,,,Sumy,,0:15:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,SUMY15e,SUMY 15 MIN,Avenue De Béjar 1AE,,1120,neder over hembeek,,50.911114,4.403474,,,Sumy,,0:15:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,SUMY30b,ISPC G 30 min,Ottergemsesteenweg - Zuid 720,,,,,51.016772,3.735706,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,SUMY3HB,SUMY 1H,Avenue de Béjar 1,,1120,neder over hembeek,,50.911057,4.405019,,,,,1:00:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,Tomaat,GREET BIESBROUCK,Trieu de Wasmes 9,,7740,PECK,,50.677193,3.332704,,,"""""",,0:15:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,TOMAT,GEERT DE BIESBROUCK,Trieu de Wasmes 9,,7740,PECQ,,50.67572,3.33147,,,"""""",,,,,,,,TFCO,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,turk,TURK FOOD,Schaarbeeklei 724,,1800,vilvoorde,,50.90746,4.41384,,,"""""",,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,ULBera,ULB ERASME,Route de Lennik,,1070,Anderlecht,,50.814349,4.264642,,,,,0:30:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,ULBfla,ULB FLAGEY,Rue de la Brasserie,,1050,Ixelles,,50.827461,4.373235,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,ULBfla2,ULB FLAGEY,Rue de la Brasserie,,1050,Ixelles,,50.827461,4.373235,,,,,0:30:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,ULBgos,ULB GOSSELIES,Rue Adrienne Bolland 8,,6041,charleroi,,50.472271,4.466564,,,,,0:30:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,ULBpla,ULB PLAINE,Boulevard du Triomphe 74,,1160,Auderghem,,50.820054,4.398923,,,,,0:30:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,ULBsol,ULB SOLBOSH,Avenue Adolphe Buyl 105,,1050,Ixelles,,50.815799,4.382966,Villo Station,,,,0:15:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,UVO1,TFCO UVO Vidange,Chaussée de Waterloo 1223,,1180,uccle,,50.7946,4.37342,,,TFCO,,0:15:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,VDK1,TFCO VDK Vidange,Rue Vanderkindere 367,,1180,UCCLE,,50.81422,4.35891,,,TFCO,,0:15:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,VSM,AU VIEUX SAINT MARTIN,Place de Grand Sablon 38,,1000,Bruxelles,,50.84087,4.35443,,,Promaritime,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,WAV,TFCO WAVRE,Avenue des Princes 52,,1300,Wavre,,50.71678,4.61559,,,TFCO,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,WGH1,TFCO WGH,Avenue Georges Henri 205,,1200,Woluwé-Saint-Lambert,,50.84471,4.41684,Livraison entre 19h et 6h,,TFCO,,0:15:00,,,,,,TFCO,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,WGHvid,TFCO WGH Vidanges,Avenue Georges Henri 205,,1200,woluwe saint lambert,,50.84471,4.41684,,,TFCO,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,WOO1,TFCO WOO,Chaussée de Bruxelles 184,,1410,Waterloo,,50.7206199,4.39757,,,TFCO,,0:15:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,ZLC,ZLC,"C/Bari 55, Edificio Náyade 5",,50197,Zaragoza,Espagne,41.64655,-0.9722,,,SELIS,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,BRASSERIE ZOUTE (BRABA),Zeewindstraat 13,,8300,Knokke,,51.35577,3.30364,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,CANTERBURRY,Avenue de l'Hippodrome 2,,1050,Ixelles,,50.82376,4.37415,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,DELACRE BOUTIQUE,Place de la Vieille Halle aux Blés 27,,1000,Bruxelles,,50.84398,4.35168,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,Traiteur Loriers,Avenue du four à briques 6,,1140,Etterbeek,,50.86535,4.41421,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,BELLE BULLE,Chaussée de Waterloo 677,,1180,Uccle,,50.81657,4.36654,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,BIODYVINO,Schelselei 15C,,2630,Aartselaar,,51.13087,4.37302,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,BIOFLORE,Rue Egide Van Ophem 40C,,1180,Uccle,,50.79275,4.33069,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,Biofresh produits frais,Berkenhoekstraat 20,,2861,O.L.V.-Waver,,51.053,4.56765,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,Biofresh produits secs,Legen Heirweg 51,,9890,Gavere,,50.93486,3.64291,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,BIONATURELS,Doornveld 20B,,1731,Zellik,,50.8915811,4.2619825,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,BIOSANO,Nijverheidsstraat 54F,,2160,Wommelgem,,51.20866,4.50783,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,CHAMPIGNON DE BRUXELLES,Rue Ropsy Chaudron 24 bte 26,,1070,Anderlecht,,50.84293,4.32913,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,COPROSAIN,"Chemin des Peupliers, 24 ",,7800,ATH,,50.6377459,3.7780171,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,DEOR FOODS,St Gerebernusstraat 4,,2440,Geel,,51.09893,4.94944,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,DISTRIBIO,venue du Port 108-110,,1000,Bruxelles,,50.86838,4.35275,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,ECODIS GRODENT,Chemin Sur le Thier 3,,B-4960,Malmedy,,50.4334599,6.01217,,,,,,,,,,,,,
